,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
11532,successful,3,34,2016,False
11533,successful,34,29,2015,False
11534,failed,1,11,2016,False
11535,successful,819,15,2018,False
11536,failed,0,16,2018,False
11537,successful,4,21,2011,True
11538,successful,18,11,2017,False
11539,successful,274,30,2015,False
11540,failed,1,60,2014,False
11541,successful,0,25,2017,False
11542,successful,8,14,2017,False
11543,failed,0,30,2016,False
11545,successful,33,24,2018,True
11546,successful,6,29,2016,False
11547,successful,2,30,2013,True
11549,successful,56,35,2020,False
11550,failed,2,29,2015,False
11551,failed,1,14,2017,False
11552,failed,13,49,2015,False
11553,successful,6,30,2017,False
11554,successful,61,25,2014,True
11555,failed,0,30,2015,False
11556,successful,55,21,2020,True
11557,successful,30,29,2020,False
11558,successful,10,30,2020,False
11559,failed,2,30,2020,False
11560,successful,15,29,2017,True
11561,successful,5,30,2020,False
11562,failed,1,35,2015,False
11563,successful,57,44,2016,False
11564,successful,48,30,2015,True
11565,successful,5,32,2017,False
11566,successful,21,10,2019,False
11567,successful,1,30,2015,False
11568,failed,39,60,2015,False
11569,failed,52,30,2016,False
11570,successful,15,45,2020,False
11571,successful,13,32,2019,False
11573,successful,19,21,2014,False
11574,successful,15,14,2015,False
11575,successful,40,30,2015,True
11576,successful,2,30,2016,False
11577,successful,113,30,2020,False
11578,successful,0,18,2016,False
11579,failed,96,20,2016,False
11580,successful,0,21,2014,False
11581,failed,0,30,2016,False
11582,failed,1,30,2015,False
11583,successful,23,16,2013,False
11584,successful,107,46,2020,False
11585,successful,28,30,2020,False
11586,successful,1,55,2015,False
11587,successful,168,30,2014,False
11588,failed,20,60,2020,False
11589,successful,25,45,2020,True
11590,successful,60,32,2017,False
11591,successful,0,30,2017,False
11592,failed,66,60,2016,False
11593,successful,32,30,2020,True
11594,failed,5,55,2018,False
11595,failed,72,30,2014,False
11596,successful,12,35,2020,True
11597,successful,15,30,2020,False
11598,failed,1,30,2018,False
11599,failed,8,14,2015,False
11600,successful,23,47,2019,False
11601,failed,0,30,2014,False
11602,failed,2,59,2015,False
11603,successful,10,30,2019,True
11604,successful,28,47,2020,False
11605,failed,0,40,2016,False
11606,failed,10,30,2016,False
11607,successful,4,25,2014,False
11608,successful,0,59,2015,False
11609,successful,11,30,2013,True
11610,failed,4,30,2015,False
11611,failed,3,30,2015,False
11612,failed,4,25,2020,False
11613,failed,1,60,2017,False
11614,successful,6,33,2013,False
11615,failed,23,25,2017,False
11616,failed,2,30,2015,False
11617,successful,11,20,2018,False
11618,successful,24,33,2017,False
11619,successful,0,30,2016,False
11620,successful,17,30,2020,False
11621,successful,8,30,2017,False
11622,failed,416,50,2015,False
11623,successful,11,59,2013,False
11624,failed,18,60,2012,False
11625,failed,1,30,2019,False
11626,successful,0,28,2018,False
11627,successful,2,60,2015,False
11628,failed,0,12,2015,False
11629,successful,8,30,2019,False
11630,failed,27,30,2013,False
11631,successful,18,30,2014,False
11632,successful,7,35,2020,True
11634,successful,11,30,2015,False
11638,successful,11,44,2018,True
11639,failed,0,30,2017,False
11640,successful,15,57,2019,True
11641,failed,5,30,2015,False
11642,successful,2,30,2017,False
11643,failed,14,32,2015,False
11645,successful,13,28,2019,False
11646,failed,72,60,2017,False
11647,successful,7,30,2018,True
11648,successful,4,30,2017,False
11649,successful,1,30,2018,False
11650,successful,33,15,2018,False
11651,failed,0,33,2018,False
11652,successful,18,25,2018,False
11653,successful,11,48,2010,False
11654,successful,193,32,2019,False
11655,successful,32,30,2016,False
11656,successful,54,45,2017,False
11657,failed,146,10,2016,False
11658,successful,18,30,2014,False
11659,failed,6,30,2015,False
11660,successful,11,37,2019,False
11661,failed,0,45,2010,False
11662,successful,5,31,2012,False
11663,failed,7,29,2016,False
11664,failed,0,29,2019,False
11665,successful,11,33,2015,True
11667,successful,4,28,2017,False
11668,successful,1,30,2011,False
11669,failed,3,30,2015,False
11670,successful,5,30,2020,True
11671,successful,109,30,2018,False
11672,successful,0,34,2018,False
11673,successful,8,30,2016,False
11674,failed,0,30,2016,False
11675,successful,99,30,2016,False
11676,failed,3,60,2015,False
11677,successful,2,18,2018,False
11678,successful,0,34,2019,False
11679,failed,0,60,2016,False
11680,failed,30,29,2019,False
11681,failed,19,45,2017,False
11682,successful,61,30,2020,False
11683,successful,127,27,2015,False
11684,failed,34,29,2017,False
11685,successful,44,40,2017,True
11686,successful,5,30,2020,False
11687,failed,0,30,2015,False
11688,failed,0,59,2015,False
11689,failed,0,60,2017,False
11690,successful,24,36,2018,False
11691,failed,34,25,2020,False
11693,successful,12,60,2019,False
11694,successful,47,33,2015,False
11695,failed,6,60,2019,False
11696,failed,0,60,2017,False
11697,successful,28,60,2019,False
11698,successful,0,25,2015,False
11699,failed,12,30,2014,False
11700,successful,1,25,2016,True
11701,successful,47,30,2011,False
11702,successful,5,42,2017,False
11704,successful,47,30,2019,False
11705,successful,109,30,2017,False
11706,successful,1,13,2014,True
11707,successful,6,60,2015,False
11708,failed,63,30,2017,False
11709,successful,44,27,2016,False
11711,failed,1,39,2016,False
11712,successful,11,14,2014,False
11713,successful,28,26,2019,False
11714,failed,0,29,2015,False
11716,successful,41,74,2020,False
11717,successful,17,58,2020,True
11718,successful,16,33,2019,False
11719,successful,28,35,2017,False
11720,failed,0,28,2016,False
11721,successful,33,23,2015,False
11722,successful,7,34,2014,False
11723,failed,15,30,2018,False
11724,successful,15,39,2015,False
11725,successful,27,24,2018,True
11726,successful,14,30,2016,False
11727,successful,16,29,2015,False
11728,failed,0,60,2020,False
11729,successful,20,30,2018,True
11730,failed,0,30,2018,False
11731,successful,3,31,2011,True
11732,successful,144,30,2020,False
11733,failed,4,30,2016,False
11734,successful,11,29,2018,True
11735,successful,16,22,2020,False
11736,failed,360,30,2014,False
11737,successful,3,60,2019,False
11738,failed,8,60,2019,False
11739,successful,293,30,2015,True
11740,successful,27,17,2019,False
11741,failed,3,44,2015,False
11742,successful,15,29,2019,True
11743,successful,74,29,2017,False
11744,successful,20,30,2020,False
11745,successful,0,30,2017,False
11746,failed,0,30,2014,False
11747,successful,155,59,2020,False
11748,successful,4,30,2018,False
11749,failed,57,60,2019,False
11750,successful,8,19,2020,False
11751,successful,24,23,2014,False
11752,failed,45,60,2016,False
11755,failed,222,60,2012,True
11756,successful,19,30,2015,False
11758,successful,2,19,2016,False
11759,successful,15,22,2020,False
11760,successful,67,30,2019,False
11761,successful,23,30,2014,False
11762,failed,33,31,2019,True
11763,failed,2,30,2015,False
11764,successful,8,28,2015,False
11765,failed,1,30,2015,False
11766,successful,35,15,2017,False
11767,failed,4,30,2019,False
11769,successful,14,21,2017,False
11770,failed,0,30,2016,False
11772,successful,4,60,2015,False
11773,failed,13,25,2014,False
11774,failed,0,30,2015,False
11775,failed,5,60,2014,False
11776,successful,0,39,2017,False
11777,successful,6,18,2016,False
11778,successful,2,60,2018,False
11779,successful,44,27,2013,False
11781,successful,13,30,2018,False
11782,failed,96,15,2016,False
11783,failed,1,29,2016,False
11784,failed,6,59,2018,False
11785,successful,10,15,2018,False
11786,successful,44,29,2019,False
11787,successful,315,60,2020,False
11788,failed,1,30,2015,True
11789,failed,0,60,2016,False
11790,successful,0,30,2013,True
11791,successful,15,60,2016,False
11792,failed,2,30,2015,False
11793,successful,84,30,2015,True
11794,successful,1,15,2014,False
11795,failed,37,30,2014,False
11796,successful,25,30,2017,True
11797,successful,1187,30,2016,False
11798,successful,3,28,2014,False
11799,successful,3,59,2019,False
11800,failed,0,29,2017,False
11801,successful,22,30,2019,True
11802,failed,115,50,2012,False
11803,successful,50,32,2014,False
11804,successful,0,29,2015,False
11805,failed,112,34,2014,False
11806,successful,0,30,2015,False
11807,successful,2,60,2015,False
11808,failed,10,30,2011,False
11809,successful,23,45,2020,False
11810,failed,7,59,2016,False
11811,failed,0,60,2019,False
11812,successful,5,19,2018,False
11813,failed,0,30,2015,False
11814,successful,89,28,2019,False
11815,failed,12,12,2015,False
11816,failed,137,45,2015,False
11817,successful,7,30,2013,False
11819,successful,9,31,2017,True
11820,failed,1,30,2015,False
11821,successful,167,30,2020,False
11822,successful,1,30,2018,False
11824,successful,48,30,2014,True
11825,successful,5,30,2017,False
11826,failed,3,45,2015,False
11827,successful,2,37,2020,False
11828,successful,1,31,2012,False
11829,successful,7,20,2020,False
11830,successful,1,30,2018,False
11831,successful,0,60,2020,False
11833,successful,0,30,2011,False
11834,failed,28,30,2014,False
11835,successful,22,28,2019,False
11836,failed,0,30,2015,False
11837,failed,20,21,2012,False
11838,successful,16,35,2020,False
11839,successful,13,40,2016,False
11840,successful,49,30,2019,False
11841,successful,40,30,2016,True
11842,successful,42,30,2016,False
11843,successful,18,30,2012,False
11844,successful,101,29,2014,True
11845,failed,0,29,2015,False
11846,successful,452,30,2018,False
11847,successful,293,30,2013,False
11848,failed,34,59,2016,False
11849,successful,5,14,2015,False
11850,successful,14,30,2018,False
11851,failed,9,30,2015,False
11852,successful,40,29,2016,False
11853,successful,21,30,2017,False
11854,successful,1,30,2017,False
11855,successful,44,29,2020,False
11857,successful,8,34,2011,False
11858,successful,13,33,2012,True
11859,successful,2,25,2019,False
11860,successful,3,10,2013,False
11861,failed,11,30,2013,False
11862,successful,98,30,2019,False
11865,successful,70,13,2012,False
11866,successful,75,30,2013,False
11867,successful,15,15,2020,False
11868,failed,3,59,2014,False
11869,successful,28,30,2020,False
11870,failed,25,20,2015,False
11871,failed,13,30,2015,False
11873,failed,0,20,2016,False
11874,successful,17,30,2018,False
11875,successful,27,30,2019,True
11876,successful,910,17,2015,False
11877,failed,3,29,2019,False
11878,failed,43,30,2015,False
11879,successful,3,41,2015,False
11880,failed,1,59,2019,False
11881,successful,11,14,2014,True
11882,successful,78,30,2020,False
11883,failed,21,60,2019,False
11884,successful,20,29,2016,False
11885,failed,202,30,2019,False
11886,successful,10,30,2014,True
11887,successful,50,30,2017,False
11888,failed,0,45,2010,False
11889,failed,2,60,2016,False
11890,failed,32,29,2019,False
11891,successful,2,29,2016,False
11892,failed,12,17,2018,False
11893,successful,56,33,2018,True
11894,successful,16,25,2018,True
11895,successful,0,45,2010,False
11896,failed,14,45,2014,False
11897,successful,947,30,2016,False
11898,failed,48,30,2014,True
11899,failed,5,60,2015,False
11903,successful,1,14,2016,False
11904,successful,11,30,2016,True
11905,successful,1,29,2017,False
11906,failed,1,30,2017,False
11907,successful,13,38,2018,False
11908,successful,0,30,2020,False
11910,successful,8,26,2018,False
11911,successful,3,14,2019,True
11912,successful,16,21,2016,False
11913,failed,1,6,2014,False
11914,successful,7,32,2014,False
11916,successful,0,60,2017,False
11917,successful,42,30,2016,False
11918,failed,49,60,2017,False
11919,successful,25,31,2020,False
11920,failed,4,33,2015,False
11922,failed,33,31,2016,False
11923,failed,231,10,2015,False
11924,successful,92,31,2014,False
11925,successful,256,25,2020,True
11926,successful,240,14,2019,False
11927,failed,5,25,2015,False
11929,failed,0,40,2016,False
11930,successful,151,28,2020,True
11931,failed,29,14,2015,False
11932,successful,97,45,2020,False
11933,successful,6,30,2018,True
11934,failed,4,30,2014,False
11935,successful,12,10,2019,False
11936,failed,5,30,2015,False
11937,successful,17,32,2015,False
11939,failed,6,19,2017,False
11940,failed,47,30,2015,False
11941,successful,4,49,2016,False
11942,successful,6,27,2015,False
11943,failed,1,30,2018,False
11945,successful,64,30,2020,False
11946,successful,96,28,2019,False
11947,failed,19,59,2015,False
11948,successful,0,16,2016,False
11949,failed,0,30,2014,False
11950,failed,36,20,2018,False
11951,successful,23,44,2015,True
11952,successful,56,30,2015,False
11953,failed,520,35,2015,False
11954,successful,6,30,2014,False
11955,successful,48,58,2015,False
11956,failed,6,39,2017,False
11958,successful,26,31,2020,False
11959,successful,14,31,2015,False
11960,successful,4,40,2017,False
11961,successful,25,30,2014,False
11962,successful,6,30,2015,False
11963,failed,16,30,2014,False
11964,failed,0,30,2014,False
11965,failed,1,60,2018,False
11966,successful,13,30,2013,False
11967,successful,1,30,2020,False
11968,successful,1,30,2011,True
11969,successful,113,53,2020,False
11970,successful,42,12,2020,False
11971,failed,6,45,2017,False
11972,successful,2,30,2019,False
11973,successful,15,30,2018,True
11974,successful,77,30,2015,False
11975,successful,16,33,2011,False
11976,successful,0,26,2015,False
11977,successful,54,23,2016,True
11978,failed,1,30,2015,False
11979,failed,6,35,2014,False
11980,successful,8,31,2013,False
11982,successful,18,52,2012,False
11983,failed,61,30,2017,False
11984,successful,10,11,2020,False
11985,successful,5,21,2019,False
11986,successful,17,50,2018,False
11987,successful,91,28,2020,True
11988,successful,5,14,2014,False
11989,successful,0,31,2015,False
11990,successful,33,30,2018,False
11991,failed,86,21,2016,False
11992,failed,1639,45,2019,False
11993,successful,12,30,2020,True
11994,failed,0,60,2019,False
11995,successful,6,30,2015,False
11996,successful,10,30,2012,False
11997,successful,11,42,2020,False
11998,successful,30,34,2020,False
11999,successful,3,30,2015,False
12000,failed,17,30,2017,False
12001,successful,420,36,2014,True
12002,failed,21,30,2014,False
12003,successful,634,30,2018,True
12004,successful,98,30,2018,False
12006,failed,0,48,2017,False
12007,successful,11,35,2019,True
12008,successful,34,30,2015,False
12009,successful,18,30,2014,False
12010,successful,0,29,2019,False
12011,successful,3,31,2015,False
12013,failed,19,40,2017,False
12014,successful,88,30,2017,True
12015,failed,31,30,2016,False
12016,successful,4,30,2012,False
12017,failed,0,7,2017,False
12018,successful,12,20,2019,False
12019,successful,24,20,2020,False
12020,failed,0,14,2016,False
12021,failed,1,33,2017,False
12022,failed,8,35,2016,False
12023,failed,0,46,2016,False
12024,successful,491,14,2018,False
12025,successful,27,37,2015,True
12026,successful,27,30,2018,True
12027,failed,6,52,2015,False
12028,failed,0,60,2016,False
12029,successful,0,30,2016,False
12030,failed,21,30,2017,False
12031,successful,0,35,2017,False
12032,successful,7,30,2017,False
12033,failed,0,37,2019,False
12034,successful,7,27,2020,False
12035,failed,1,24,2015,False
12036,successful,86,40,2020,False
12037,successful,12,34,2020,False
12038,successful,27,30,2020,False
12039,failed,21,30,2016,False
12040,successful,30,30,2018,False
12041,successful,12,30,2018,False
12042,successful,41,59,2020,False
12043,successful,45,30,2019,False
12044,successful,8,31,2020,True
12045,failed,6,60,2018,False
12046,successful,17,24,2015,False
12047,failed,756,30,2016,False
12050,failed,7,39,2013,False
